Rango -> 1           Palabra -> que                 Aparece 21475 veces       
Rango -> 5992        Palabra -> pongas              Aparece 4 veces           
Rango -> 5993        Palabra -> ronca               Aparece 4 veces           
Rango -> 5994        Palabra -> matando             Aparece 4 veces           
Rango -> 5995        Palabra -> sonar               Aparece 4 veces           
Rango -> 5996        Palabra -> tratamos            Aparece 4 veces           
Rango -> 5997        Palabra -> acabadas            Aparece 4 veces           
Rango -> 5998        Palabra -> asistir             Aparece 4 veces           
Rango -> 5999        Palabra -> lisas               Aparece 4 veces           
Rango -> 6000        Palabra -> ayudarme            Aparece 4 veces           
Rango -> 6001        Palabra -> engañan             Aparece 4 veces           
Rango -> 6002        Palabra -> topaba              Aparece 4 veces           
Rango -> 6003        Palabra -> proezas             Aparece 4 veces           
Rango -> 6004        Palabra -> cortezas            Aparece 4 veces           
Rango -> 6005        Palabra -> avisase             Aparece 4 veces           
Rango -> 6006        Palabra -> procurado           Aparece 4 veces           
Rango -> 6007        Palabra -> asentar             Aparece 4 veces           
Rango -> 6008        Palabra -> abundantes          Aparece 4 veces           
Rango -> 6009        Palabra -> torcer              Aparece 4 veces           
Rango -> 6010        Palabra -> gustar              Aparece 4 veces           
Rango -> 6011        Palabra -> pavor               Aparece 4 veces           
Rango -> 6012        Palabra -> dividia             Aparece 4 veces           
Rango -> 6013        Palabra -> comodo              Aparece 4 veces           
Rango -> 6014        Palabra -> podenco             Aparece 4 veces           
Rango -> 6015        Palabra -> doloridas           Aparece 4 veces           
Rango -> 6016        Palabra -> desesperados        Aparece 4 veces           
Rango -> 6017        Palabra -> mercancia           Aparece 4 veces           
Rango -> 6018        Palabra -> estimadas           Aparece 4 veces           
Rango -> 6019        Palabra -> celosa              Aparece 4 veces           
Rango -> 6020        Palabra -> lazos               Aparece 4 veces           
Rango -> 6021        Palabra -> devota              Aparece 4 veces           
Rango -> 6022        Palabra -> absorto             Aparece 4 veces           
Rango -> 6023        Palabra -> escribiese          Aparece 4 veces           
Rango -> 6024        Palabra -> tardaba             Aparece 4 veces           
Rango -> 6025        Palabra -> tachas              Aparece 4 veces           
Rango -> 6026        Palabra -> francisco           Aparece 4 veces           
Rango -> 6027        Palabra -> ocupacion           Aparece 4 veces           
Rango -> 6028        Palabra -> golpear             Aparece 4 veces           
Rango -> 6029        Palabra -> conservan           Aparece 4 veces           
Rango -> 6030        Palabra -> muro                Aparece 4 veces           
Rango -> 6031        Palabra -> desiguales          Aparece 4 veces           
Rango -> 6032        Palabra -> bala                Aparece 4 veces           
Rango -> 6033        Palabra -> latina              Aparece 4 veces           
Rango -> 6034        Palabra -> parda               Aparece 4 veces           
Rango -> 6035        Palabra -> medidas             Aparece 4 veces           
Rango -> 6036        Palabra -> habiendola          Aparece 4 veces           
Rango -> 6037        Palabra -> especial            Aparece 4 veces           
Rango -> 6038        Palabra -> dolia               Aparece 4 veces           
Rango -> 6039        Palabra -> quiebra             Aparece 4 veces           
Rango -> 6040        Palabra -> arrojarse           Aparece 4 veces           
Rango -> 6041        Palabra -> temores             Aparece 4 veces           
Rango -> 6042        Palabra -> complacer           Aparece 4 veces           
Rango -> 6043        Palabra -> tradicion           Aparece 4 veces           
Rango -> 6044        Palabra -> sudaba              Aparece 4 veces           
Rango -> 6045        Palabra -> bancos              Aparece 4 veces           
Rango -> 6046        Palabra -> desviado            Aparece 4 veces           
Rango -> 6047        Palabra -> corresponda         Aparece 4 veces           
Rango -> 6048        Palabra -> corrida             Aparece 4 veces           
Rango -> 6049        Palabra -> holgo               Aparece 4 veces           
Rango -> 6050        Palabra -> magin               Aparece 4 veces           
Rango -> 6051        Palabra -> subia               Aparece 4 veces           
Rango -> 6052        Palabra -> sobresaltos         Aparece 4 veces           
Rango -> 6053        Palabra -> apretaba            Aparece 4 veces           
Rango -> 6054        Palabra -> delicada            Aparece 4 veces           
Rango -> 6055        Palabra -> caco                Aparece 4 veces           
Rango -> 6056        Palabra -> siestas             Aparece 4 veces           
Rango -> 6057        Palabra -> ejercitan           Aparece 4 veces           
Rango -> 6058        Palabra -> carrillos           Aparece 4 veces           
Rango -> 6059        Palabra -> esconderse          Aparece 4 veces           
Rango -> 6060        Palabra -> tomasen             Aparece 4 veces           
Rango -> 6061        Palabra -> azotarse            Aparece 4 veces           
Rango -> 6062        Palabra -> suavidad            Aparece 4 veces           
Rango -> 6063        Palabra -> dureza              Aparece 4 veces           
Rango -> 6064        Palabra -> damos               Aparece 4 veces           
Rango -> 6065        Palabra -> hermanas            Aparece 4 veces           
Rango -> 6066        Palabra -> corra               Aparece 4 veces           
Rango -> 6067        Palabra -> bebida              Aparece 4 veces           
Rango -> 6068        Palabra -> hubieredes          Aparece 4 veces           
Rango -> 6069        Palabra -> pesia               Aparece 4 veces           
Rango -> 6070        Palabra -> arguye              Aparece 4 veces           
Rango -> 6071        Palabra -> fementido           Aparece 4 veces           
Rango -> 6072        Palabra -> maravedi            Aparece 4 veces           
Rango -> 6073        Palabra -> teniamos            Aparece 4 veces           
Rango -> 6074        Palabra -> jugando             Aparece 4 veces           
Rango -> 6075        Palabra -> vireno              Aparece 4 veces           
Rango -> 6076        Palabra -> resplandor          Aparece 4 veces           
Rango -> 6077        Palabra -> escrutinio          Aparece 4 veces           
Rango -> 6078        Palabra -> contarla            Aparece 4 veces           
Rango -> 6079        Palabra -> hermosuras          Aparece 4 veces           
Rango -> 6080        Palabra -> andemos             Aparece 4 veces           
Rango -> 6081        Palabra -> frutos              Aparece 4 veces           
Rango -> 6082        Palabra -> duermes             Aparece 4 veces           
Rango -> 6083        Palabra -> correrse            Aparece 4 veces           
Rango -> 6084        Palabra -> bebas               Aparece 4 veces           
Rango -> 6085        Palabra -> bebiendo            Aparece 4 veces           
Rango -> 6086        Palabra -> divide              Aparece 4 veces           
Rango -> 6087        Palabra -> calabazadas         Aparece 4 veces           
Rango -> 6088        Palabra -> pensabamos          Aparece 4 veces           
Rango -> 6089        Palabra -> mejoria             Aparece 4 veces           
Rango -> 6090        Palabra -> consintiera         Aparece 4 veces           
Rango -> 6091        Palabra -> mejilla             Aparece 4 veces           
Rango -> 6092        Palabra -> enjuto              Aparece 4 veces           
Rango -> 6093        Palabra -> cuba                Aparece 4 veces           
Rango -> 6094        Palabra -> maliciosa           Aparece 4 veces           
Rango -> 6095        Palabra -> tomeis              Aparece 4 veces           
Rango -> 6096        Palabra -> malicioso           Aparece 4 veces           
Rango -> 6097        Palabra -> feas                Aparece 4 veces           
Rango -> 6098        Palabra -> demandas            Aparece 4 veces           
Rango -> 6099        Palabra -> dieronse            Aparece 4 veces           
Rango -> 6100        Palabra -> cueste              Aparece 4 veces           
Rango -> 6101        Palabra -> atinar              Aparece 4 veces           
Rango -> 6102        Palabra -> debiamos            Aparece 4 veces           
Rango -> 6103        Palabra -> gobernado           Aparece 4 veces           
